id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26129137,Stay at Ms Lola's Studio,14946398,Jaime,Cayo,Cayo,17.15149,-89.07502,Entire home/apt,60,1,24,3/16/2020,0.74,2,362
26134249,Deluxe Room #1- @ParhamPlaza,29921817,Maria,Belize,Belize Islands,17.91937,-87.96202,Hotel room,222,1,7,2/27/2020,0.26,14,0
26161749,ENTIRE PRIVATE ISLAND FOR AN EPIC GROUP VACATION,72483617,Gecko Vacation,Stann Creek,Stann Creek Mainland,16.51156,-88.36036,Entire home/apt,6045,6,0,,,9,59
26165576,Heather's Hideaway - Cabana 1,196402437,Heather,Cayo,Cayo,17.15919,-89.0919,Entire home/apt,48,30,4,4/17/2020,0.13,2,261
26188375,Indulge in affordable 5 Star feel,196824377,Lisa,Belize,Belize Islands,17.90297,-87.97723,Entire home/apt,375,1,15,3/10/2020,0.48,4,209
26229672,"Little Gecko #12 at Coco Bay Club, 2 bed condo",147689449,John,Belize,Belize Islands,17.92209,-87.96048,Entire home/apt,290,3,14,4/25/2019,0.44,5,270
26230174,5-BR / 6-BA Sundance Villa + Pool: Sleeps 12,18896775,Diane,Belize,Belize Islands,17.73636,-88.02945,Entire home/apt,1082,3,2,2/11/2019,0.07,5,151
26233919,Family Suite #2 at Paradise Plantation,195634670,Jerry,Stann Creek,Stann Creek Mainland,16.63296,-88.33841,Private room,300,1,1,4/22/2019,0.04,4,360
26233923,Grand Suite at Paradise Plantation,195634670,Jerry,Stann Creek,Stann Creek Mainland,16.63255,-88.33997,Private room,361,1,6,3/7/2020,0.21,4,359
26259008,Villa With A View,197377810,Jeff,Belize,Belize Islands,17.93577,-87.95551,Entire home/apt,357,2,17,3/17/2020,0.54,1,364
26272391,Beach House Apartment,197497699,Maurice,Stann Creek,Stann Creek Mainland,16.84141,-88.27341,Private room,101,1,0,,,1,0
26278843,Seaview Beach Side Apartment w/ pool,197556576,Jessy,Belize,Belize Islands,17.74103,-88.02461,Entire home/apt,115,1,84,1/31/2021,2.62,4,329
26334061,Suite #102 at SunBreeze Suites,197790527,Julia,Belize,Belize Islands,17.92198,-87.96122,Private room,421,3,9,3/17/2020,0.37,1,356
26412817,Room No. 2,147366013,Dorsethea Louise,Belize,Belize Islands,17.74004,-88.02544,Private room,111,1,44,3/19/2020,1.68,2,0
26413158,Premier Overwater Bungalow,44930752,Key Caribe,Stann Creek,Stann Creek Mainland,16.96956,-88.23151,Entire home/apt,1052,3,0,,,6,275
26413159,Penthouse Oceanfront Cabana,44930752,Key Caribe,Stann Creek,Stann Creek Mainland,16.96956,-88.23151,Entire home/apt,911,3,0,,,6,275
26442620,B&B Green Valley Inn Cozy rustic room with AC,72943280,Marcela,Cayo,Cayo,17.21826,-88.92994,Hotel room,117,1,6,1/21/2020,0.21,9,364
26445057,B&B Green Valley Inn Gorgous Twin bed room with AC,72943280,Marcela,Cayo,Cayo,17.21655,-88.93002,Hotel room,117,1,1,12/21/2018,0.04,9,364
26448851,Hotel Room on the Beach 2B,28461667,Beth,Belize,Belize Islands,17.91234,-87.96751,Hotel room,262,1,63,2/29/2020,1.97,5,364
26452287,❤ Daydreamin' B&B-Daily Gourmet Breakfast Included,8003973,Corrina,Belize,Belize Islands,17.93131,-87.95442,Hotel room,1411,1,2,3/23/2019,0.07,13,365
26455392,B&B Green Valley 1 queen/ 1 twin room/ 2 entrance,72943280,Marcela,Cayo,Cayo,17.21753,-88.93107,Entire home/apt,175,1,3,4/5/2019,0.12,9,365
26469676,"Belizean charm Guest house,  room #4",115825277,Stephen,Cayo,Cayo,17.16043,-89.07524,Private room,58,1,3,4/9/2019,0.09,6,212
26469957,"Belizean Guesthouse, air conditioned room #3",115825277,Stephen,Cayo,Cayo,17.16023,-89.07384,Private room,73,1,2,2/16/2019,0.06,6,210
26499365,2 Bed Overwater Cabana glass floors & private pool,81705728,Rick,Belize,Belize Islands,17.937,-87.95992,Entire home/apt,783,1,2,12/26/2018,0.07,11,0
26499560,Rooftop Honeymoon Suite: 360 Panoramic Ocean Views,81705728,Rick,Belize,Belize Islands,17.93654,-87.95987,Private room,489,1,3,8/25/2019,0.1,11,269
26588819,Belize City exquisite,114066337,Christine,Belize,Belize Mainland,17.50758,-88.18775,Entire home/apt,504,3,0,,,1,0
26596707,Single Private #2 - SailFish Resort,158038080,Michael,Stann Creek,Stann Creek Mainland,16.51078,-88.37106,Hotel room,60,1,3,1/5/2020,0.2,7,365
26600331,"La Tia Cabana, beachfront, 2 bedroom",199992206,Patricia,Stann Creek,Stann Creek Mainland,16.85239,-88.2805,Entire home/apt,171,3,6,12/3/2019,0.19,1,175
26627857,Vista del Mar Guest House  Room # 6,111045216,Mario,Belize,Belize Islands,17.7449,-88.02374,Private room,44,1,89,3/12/2020,2.79,16,358
26628330,Vista Del Mar Studio Apartment #D,111045216,Mario,Belize,Belize Islands,17.74496,-88.0238,Entire home/apt,101,1,17,12/17/2019,0.54,16,301
26640957,Penthouse Breathtaking View! 1 Bedroom sleeps 6,200265305,Randolph And Kessler,Belize,Belize Islands,17.74199,-88.02379,Entire home/apt,153,1,70,12/27/2019,2.21,6,306
26664950,Cute Hotel Room at Beach Club Resort,200265305,Randolph And Kessler,Belize,Belize Islands,17.74014,-88.02392,Private room,58,1,1,1/23/2021,0.86,6,355
26666779,Country Cabin,195718628,Bernhard & Bertha,Cayo,Cayo,17.24478,-88.99683,Entire home/apt,119,1,9,2/20/2021,0.33,1,365
26670938,Ocean View New Apartment w/ Pool,200265305,Randolph And Kessler,Belize,Belize Islands,17.74313,-88.02389,Entire home/apt,151,1,62,1/4/2021,1.93,6,364
26730911,Jozzies soul food restaurant and cabana,201000179,Jason,Belize,Belize Mainland,17.17662,-88.32933,Private room,40,1,33,3/5/2020,1.26,1,362
26741815,VISTA DEL MAR GUEST HOUSE  room 7,111045216,Mario,Belize,Belize Islands,17.74569,-88.02444,Private room,72,1,11,3/13/2020,0.34,16,364
26774427,Casa De Lisa Suite 1,196824377,Lisa,Belize,Belize Islands,17.90213,-87.97784,Entire home/apt,199,1,7,3/15/2020,0.27,4,343
26775766,New and modern Suite 2,196824377,Lisa,Belize,Belize Islands,17.90252,-87.97739,Entire home/apt,137,1,7,2/26/2020,0.27,4,363
26787505,Enjoy a Private Guest Queen Room in the City (A/C),125917187,Rico & Chusa,Belize,Belize Mainland,17.51222,-88.19154,Private room,58,1,178,3/22/2020,5.64,2,240
26850070,1 Unity Boulevard,154909754,Susanna,Cayo,Cayo,17.25299,-88.76747,Entire home/apt,151,2,20,2/11/2021,0.66,1,352
26850123,The View At Its Best,128933449,Louis,Stann Creek,Stann Creek Islands,16.89738,-88.06084,Private room,171,3,0,,,1,83
26875835,PAZ SISTERS CONDOS A17,76462031,Elsa,Belize,Belize Islands,17.9201,-87.96214,Entire home/apt,252,3,14,3/4/2020,0.45,2,0
26921091,Spanish Lookout 2 Rooms with simple breakfast$50@,202559296,Helen & Bernard,Cayo,Cayo,17.24212,-89.00931,Private room,101,1,5,3/11/2020,0.2,2,365
26922637,"A home in the Community Baboon Sanctuary, Belize",202573378,Arie,Belize,Belize Mainland,17.58821,-88.52485,Entire home/apt,171,1,3,12/4/2019,0.13,1,179
27018797,Poolside Double: Beachfront & ReefView (1st floor),81705728,Rick,Belize,Belize Islands,17.92455,-87.95866,Hotel room,222,1,9,1/28/2021,0.29,11,345
27020671,Vista Del Mar Guest House Room #5,111045216,Mario,Belize,Belize Islands,17.74498,-88.0238,Private room,50,1,72,3/8/2020,2.32,16,0
27055792,★Canal Front Villa★  3BR + Rooftop Dipping Pool,203551366,South Ambergris Village,Belize,Belize Islands,17.91423,-87.96879,Entire home/apt,705,3,4,3/24/2019,0.13,3,341
27057739,"Guest House in Punta Gorda, Belize",203587674,Dudley,Toledo,Toledo Mainland,16.11475,-88.7992,Entire home/apt,272,1,0,,,1,178
27057940,4 Bedroom Canal Front Home at Mahogany Bay Village,203551366,South Ambergris Village,Belize,Belize Islands,17.91539,-87.96918,Entire home/apt,504,1,4,3/12/2020,0.15,3,348
27101107,"private beach access, 'garden apartment' - CaPalm",104924514,Jenna,Stann Creek,Stann Creek Mainland,16.51613,-88.3662,Entire home/apt,276,3,6,2/27/2020,0.23,24,363
27139574,Chalize's Place,204331585,Charles,Stann Creek,Stann Creek Mainland,16.97182,-88.22306,Entire home/apt,252,1,4,12/24/2019,0.14,1,180
27164685,Three Bedroom House - Bella Vista Resort,127778096,Bella Vista,Belize,Belize Islands,17.94709,-87.943,Private room,1207,1,6,1/23/2020,0.23,8,278
27230474,Los Porticos Villa - Sea Front Villa 8B,46849703,Barry,Stann Creek,Stann Creek Mainland,16.53382,-88.36116,Entire home/apt,804,1,0,,,7,364
27279369,Los Porticos Villas - Sea Front Villa 8D,46849703,Barry,Stann Creek,Stann Creek Mainland,16.53182,-88.3604,Entire home/apt,804,1,0,,,7,339
27283100,Los Porticos Villas - Sea View Villa 7C,46849703,Barry,Stann Creek,Stann Creek Mainland,16.53258,-88.36142,Entire home/apt,703,1,0,,,7,364
27286221,Los Porticos Villas - Sea view Villa 2D,46849703,Barry,Stann Creek,Stann Creek Mainland,16.5333,-88.3607,Entire home/apt,703,1,0,,,7,361
27286953,Los Porticos Villas - Pool View Villa 6C,46849703,Barry,Stann Creek,Stann Creek Mainland,16.53283,-88.35974,Entire home/apt,643,1,1,1/2/2020,0.07,7,344
27333021,Flowers Villa-Ladyville/Vista Del Mar-Belize-U/S,205945189,Marion,Belize,Belize Mainland,17.55386,-88.28468,Private room,148,3,4,2/13/2019,0.13,2,179
27369379,Gold Standard QN Room Steps from Caribbean Sea,206258969,Hailey,Belize,Belize Islands,17.92336,-87.95935,Entire home/apt,151,1,5,2/19/2021,0.25,6,1
27374427,Gold Standard Quad Steps from Caribbean Sea,206258969,Hailey,Belize,Belize Islands,17.92354,-87.9594,Hotel room,161,1,10,3/23/2020,0.33,6,363
27374902,2 Bunk Room w Private Bath Near Bars & Dive Shops,206258969,Hailey,Belize,Belize Islands,17.9236,-87.95934,Hotel room,171,1,12,2/16/2020,0.4,6,356
27374999,5 Bed Room near Beach Bars and Dive Shops,206258969,Hailey,Belize,Belize Islands,17.92356,-87.95935,Hotel room,171,1,5,1/2/2020,0.2,6,357
27406122,Lovely Breeze,206538787,Monique,Belize,Belize Mainland,17.54768,-88.31206,Private room,40,1,15,1/31/2020,0.55,2,302
27450020,"Beach cabana. Budget friendly, ‘zapote’-Mor.i",104924514,Jenna,Belize,Belize Islands,17.73717,-88.02507,Entire home/apt,149,2,13,3/22/2020,0.5,24,363
27519198,Heather's Hideaway - Cabana 2,196402437,Heather,Cayo,Cayo,17.15924,-89.09173,Entire home/apt,48,30,0,,,2,148
27524726,Grande Cabaña@Tree of Life Guesthouse,108726717,Natalya & Jason,Cayo,Cayo,17.16747,-88.77029,Entire home/apt,141,1,19,2/14/2021,0.67,3,361
27621363,"beachfront cabana,value & location, ‘zapote’-Mor.i",87759528,Nooreen,Belize,Belize Islands,17.74116,-88.02439,Entire home/apt,149,2,4,1/12/2020,0.15,17,363
27622292,"Beachfront cabana,value + location ‘zapote’- Mor.i",12050173,Jinnah,Belize,Belize Islands,17.74153,-88.02447,Entire home/apt,149,2,16,2/22/2020,0.58,21,363
27622872,"Beach access, ‘guest house rooms' -CaPalm",87759528,Nooreen,Stann Creek,Stann Creek Mainland,16.51953,-88.36842,Private room,91,3,0,,,17,364
27629506,North Beach Retreat (All 4 rooms)-breakfast inc.,67450103,Sam And Kristin,Belize,Belize Islands,18.03516,-87.89649,Private room,861,2,6,3/21/2020,0.26,6,343
27658482,El Pilar Bed And Breakfast,96072999,Penny,Cayo,Cayo,17.15595,-89.08106,Private room,111,1,1,12/30/2018,0.04,1,0
27689564,CASA DE JOHNSON TOP UNIT,52179969,Thomas,Belize,Belize Islands,17.91808,-87.96172,Entire home/apt,453,3,0,,,3,0
27690220,CASA DE JOHNSON GRANDE,52179969,Thomas,Belize,Belize Islands,17.91508,-87.96831,Private room,79,1,3,3/15/2020,0.1,3,365
27697190,Group Vacation by the Sea,93123112,Royal Caribbean,Belize,Belize Islands,17.89743,-87.97636,Private room,1269,1,0,,,12,365
27729677,Private Guest Room In Family Home,209350770,Kamil,Cayo,Cayo,17.24124,-88.77234,Private room,71,1,0,,,1,0
27751489,Standard Double Room #3,45374193,Frankie,Cayo,Cayo,17.13052,-89.09492,Hotel room,262,1,0,,,11,252
27752946,Suzie's Hilltop Villa 1,183396336,Jameli,Cayo,Cayo,17.15224,-89.06808,Entire home/apt,252,2,64,12/3/2020,2.35,3,69
27753120,Standard Triple Room #4,45374193,Frankie,Cayo,Cayo,17.12931,-89.09364,Hotel room,282,1,0,,,11,13
27754940,Deluxe Single Room #7,45374193,Frankie,Cayo,Cayo,17.13068,-89.09476,Hotel room,272,1,0,,,11,12
27755440,Deluxe Single Room #8 (Balcony),45374193,Frankie,Cayo,Cayo,17.12902,-89.09506,Hotel room,272,1,0,,,11,13
27755726,Deluxe Double Room #9,45374193,Frankie,Cayo,Cayo,17.1301,-89.09347,Hotel room,292,1,0,,,11,13
27756107,Deluxe Double Room #10 (Balcony),45374193,Frankie,Cayo,Cayo,17.13042,-89.0943,Hotel room,292,1,0,,,11,12
27757308,Deluxe Triple Room #13,45374193,Frankie,Cayo,Cayo,17.12872,-89.09335,Hotel room,312,1,0,,,11,12
27784693,"Gorgeous vacation home, ground floor, easy pool and beach access!",146517735,Paradise,Belize,Belize Islands,17.97329,-87.92724,Entire home/apt,769,1,1,2/7/2020,0.08,10,146
27810311,Beya Suites,191053563,Lisa,Toledo,Toledo Mainland,16.11162,-88.79861,Entire home/apt,151,5,4,11/24/2019,0.14,1,0
27875348,BEACHFRONT 2 BEDROOM CONDO FULLY FURNISHED W/POOL,15308338,Alexandra,Belize,Belize Islands,17.93095,-87.95433,Entire home/apt,500,4,1,12/15/2019,0.07,4,270
27875387,Vista del Mar Guest House Room # 4,111045216,Mario,Belize,Belize Islands,17.74154,-88.02421,Private room,36,1,87,2/16/2021,2.94,16,211
27876242,Vista del Mar Nice Cozy room # 2,111045216,Mario,Belize,Belize Islands,17.74154,-88.02421,Private room,50,1,45,3/1/2020,1.56,16,363
27936953,LA's Guest House - Double Occupancy Room #1,130432445,Luis,Cayo,Cayo,17.1535,-89.0754,Private room,71,1,2,12/20/2019,0.13,6,364
27953235,"Gold Standard 4BR on beach with private pool,more!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88175,-87.99151,Entire home/apt,907,3,1,1/16/2020,0.07,22,219
27983683,CityView@DB Tower,152891603,Amanda,Belize,Belize Mainland,17.50963,-88.22064,Entire home/apt,131,1,2,9/3/2019,0.08,24,185
28001898,Mama Tina's Medicinal Guest House,211487445,Moncho,Cayo,Cayo,17.07642,-89.13944,Private room,30,2,0,,,2,365
28011981,Comfy Apt | Heart of Town on the Beach | 1B/1BA,52325912,Dora,Belize,Belize Islands,17.91954,-87.96109,Entire home/apt,175,3,75,1/29/2021,3.07,1,0
28030694,Off-grid jungle cabana in the rainforest of Belize,114074772,Krista,Toledo,Toledo Mainland,16.11329,-88.80532,Entire home/apt,50,14,2,1/7/2019,0.08,1,358
28074225,Luxury 1 bedroom 1 Bathroom Beachfront Condo,160615050,Ratka,Stann Creek,Stann Creek Mainland,16.87819,-88.28877,Entire home/apt,566,3,11,3/11/2020,0.42,3,221
28099003,Mermaid Lagoon-Near town/beach,33004480,Kelly & Marci,Belize,Belize Islands,17.93229,-87.95531,Entire home/apt,333,3,5,1/4/2020,0.18,1,364
28173232,"Beach+Kayak+bike ""Tarpon, Barracuda, Bonefish""-BV",87759528,Nooreen,Belize,Belize Islands,17.94929,-87.94262,Entire home/apt,482,2,2,12/8/2018,0.07,17,364
28315921,Grand Baymen -Premium- One Bedroom Condo- FreeWIFI,45444370,ECI Development,Belize,Belize Islands,17.91254,-87.97236,Entire home/apt,242,1,2,3/4/2020,0.14,14,365
28316404,Areca House Studio~Gold Standard ~Private Entrance,211931269,Areca,Stann Creek,Stann Creek Mainland,16.83959,-88.27127,Entire home/apt,139,2,14,2/1/2021,0.56,3,350
28318253,Areca House 2 BR~Gold Standard~Private Entrance,211931269,Areca,Stann Creek,Stann Creek Mainland,16.84034,-88.27206,Entire home/apt,216,2,26,12/8/2020,0.96,3,365
28332428,Budget Hotel Room,73808703,Peter,Belize,Belize Islands,17.91457,-87.96881,Private room,125,3,18,2/1/2020,0.6,3,365
28333015,Single-traveler budget friendly room,73808703,Peter,Belize,Belize Islands,17.90773,-87.97555,Private room,71,3,0,,,3,365
28363146,Luxury 2 bedroom 2 Bathroom Beachfront Condo,160615050,Ratka,Stann Creek,Stann Creek Mainland,16.86848,-88.28675,Entire home/apt,788,3,8,2/29/2020,0.3,3,308
28387479,Jaguar House,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.02707,-88.51084,Entire home/apt,87,7,8,3/4/2020,0.29,9,265
28408478,Gold Standard Certified Ocean Front Lower Suite,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.84155,-88.27484,Private room,492,1,3,3/9/2019,0.11,3,209
28408716,Gold Standard Certified Luxury Ocean View Suite.,212988722,Cornel,Stann Creek,Stann Creek Mainland,16.83841,-88.27036,Private room,466,1,1,4/29/2019,0.04,3,207
28437840,Hotel Room on the Beach 2C,28461667,Beth,Belize,Belize Islands,17.90873,-87.97117,Hotel room,262,1,40,2/6/2020,1.39,5,365
28438943,The Bungalow @ Pineapple Hill,214690310,Steven,Stann Creek,Stann Creek Mainland,17.04994,-88.55625,Entire home/apt,252,3,49,2/15/2021,1.81,5,92
28443797,Charming tropical getaway with Pool,214648886,Jonas,Cayo,Cayo,17.23925,-88.80214,Entire home/apt,175,2,5,1/11/2020,0.18,2,268
28469118,BVN 241-B,214912903,Amanda,Belize,Belize Islands,17.94619,-87.94432,Private room,605,2,0,,,1,179
28482962,A three-minute walk from downtown San Ignacio,214997453,Sergio,Cayo,Cayo,17.15556,-89.06952,Entire home/apt,91,1,1,1/5/2020,0.07,1,363
28490630,"Charming tropical getaway with pool, sleeps 4",214648886,Jonas,Cayo,Cayo,17.2412,-88.80346,Entire home/apt,252,2,11,3/3/2020,0.39,2,271
28498495,Private 3rd Floor Apartment,149332261,Nelson,Orange Walk,Orange Walk,18.06106,-88.56792,Entire home/apt,97,2,0,,,3,179
28518119,"Inviting, renovated cabana w/ WiFi - walk to shops, restaurants, and the beach!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51523,-88.36691,Entire home/apt,107,2,17,3/23/2020,0.57,204,365
28518138,"Ocean view, 2nd-floor condo w/ balcony overlooking the Caribbean, WiFi, and AC!",76414486,Vacasa Belize,Belize,Belize Islands,17.93332,-87.95618,Entire home/apt,179,2,4,2/7/2020,0.17,204,364
28518230,"Tranquil ocean view escape w/ shared pool, easy beach access, Central AC & WiFi!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.55873,-88.362,Entire home/apt,363,2,27,10/12/2020,0.96,204,364
28518304,"Romantic beachfront getaway w/ ocean views, shared pool, free WiFi & partial AC!",76414486,Vacasa Belize,Belize,Belize Islands,17.89142,-87.97873,Entire home/apt,195,2,11,2/8/2021,0.47,204,331
28518360,"Riverfront home w/ private hot tub, lovely view, partial AC, WiFi & shared pool!",76414486,Vacasa Belize,Cayo,Cayo,17.16784,-89.12039,Entire home/apt,201,2,8,3/5/2020,0.32,204,362
28518434,"Beach cabana right in town with a screened-in porch, hammock, and free WiFi!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51479,-88.36884,Entire home/apt,107,2,7,1/27/2020,0.25,204,365
28518435,"Waterfront condo w/ shared pool, WiFi & AC - extended stay discount, dogs OK!",76414486,Vacasa Belize,Belize,Belize Islands,17.93348,-87.95585,Entire home/apt,216,2,3,2/9/2020,0.14,204,364
28518591,"Ocean view condo w/ shared pool & dock, partial AC, WiFi - steps to the beach!",76414486,Vacasa Belize,Belize,Belize Islands,17.89176,-87.98038,Entire home/apt,169,2,6,1/28/2021,0.21,204,339
28518601,"Oceanfront home w/ shared pool, ocean view, central AC & WiFi - dogs welcome!",76414486,Vacasa Belize,Belize,Belize Islands,17.93371,-87.95674,Entire home/apt,218,2,8,3/9/2020,0.27,204,364
28518643,"Riverfront suite w/balcony, WiFi, partial AC, shared infinity pool & forest view",76414486,Vacasa Belize,Cayo,Cayo,17.16688,-89.12037,Entire home/apt,199,2,3,11/22/2019,0.13,204,364
28518646,"Riverfront retreat w/ balcony, WiFi, partial AC, shared pool & great day trips!",76414486,Vacasa Belize,Cayo,Cayo,17.1676,-89.11953,Entire home/apt,193,2,7,2/29/2020,0.27,204,355
28518666,"Oceanfront condo w/shared pool, sea view, partial AC & WiFi - walk to the beach!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.55756,-88.36271,Entire home/apt,238,2,13,2/10/2021,0.46,204,362
28518678,"Enjoy stunning ocean views, pool, partial AC, strong WiFi & oceanfront location",76414486,Vacasa Belize,Belize,Belize Islands,17.88152,-87.99073,Entire home/apt,494,2,6,2/27/2020,0.29,204,359
28518759,"Waterfront condo w/ ocean views, a shared pool, and partial AC - near the beach!",76414486,Vacasa Belize,Belize,Belize Islands,17.93358,-87.95651,Entire home/apt,238,2,6,2/9/2020,0.22,204,364
28518805,"Ocean view condo w/ shared pool, immediate beach access, free WiFi & partial AC!",76414486,Vacasa Belize,Belize,Belize Islands,17.88977,-87.9794,Entire home/apt,187,2,11,3/7/2020,0.42,204,364
28519130,"Oceanfront retreat w/ private pool, easy beach access, ocean view, AC & WiFi!",76414486,Vacasa Belize,Belize,Belize Islands,17.93464,-87.95665,Entire home/apt,191,2,3,1/4/2020,0.11,204,359
28519246,"Deluxe riverfront suite w/ lovely views, WiFi, AC, shared pool & great day trips",76414486,Vacasa Belize,Cayo,Cayo,17.16691,-89.11892,Entire home/apt,149,2,3,3/2/2020,0.12,204,364
28519248,"Comfortable home w/ casual island vibes, WiFi & partial AC - near the beach/town",76414486,Vacasa Belize,Belize,Belize Islands,17.73781,-88.0272,Entire home/apt,236,2,18,3/19/2020,0.61,204,364
28519249,"Ocean view apartment in a beachfront resort w/ shared pool, WiFi & partial AC!",76414486,Vacasa Belize,Belize,Belize Islands,17.89059,-87.97922,Entire home/apt,228,2,2,1/18/2021,0.11,204,354
28519348,"Lovely riverfront suite w/ balcony, WiFi, partial AC, shared pool, gorgeous view",76414486,Vacasa Belize,Cayo,Cayo,17.16663,-89.11928,Entire home/apt,151,2,8,2/6/2020,0.31,204,364
28591243,Shangri-la private Toucan Room,215782210,Jeevan,Belize,Belize Mainland,17.46647,-88.36748,Private room,105,1,0,,,2,365
28598749,"Beach front,central location,wahoo, bikes+kayak-SF",87759528,Nooreen,Stann Creek,Stann Creek Mainland,16.52163,-88.36893,Entire home/apt,256,2,13,7/3/2019,0.45,17,364
28602439,Sailing Catamaran in San Pedro Belize,47639077,Tammy,Belize,Belize Islands,17.92541,-87.95802,Entire home/apt,705,1,0,,,3,363
28630016,"GOLD STANDARD, Hotel of the Year/HGTV, Adults Only",210934594,Pur,Stann Creek,Stann Creek Mainland,16.52017,-88.3688,Hotel room,311,1,1,7/27/2019,0.05,10,148
28631972,"GOLD STANDARD, Hotel of the Year/HGTV, Adults Only",210934594,Pur,Stann Creek,Stann Creek Mainland,16.51958,-88.36838,Hotel room,287,1,2,1/20/2020,0.08,10,244
28666912,VISTA DEL MAR  NICE COZY ROOM 10,111045216,Mario,Belize,Belize Islands,17.7449,-88.02395,Private room,64,1,50,2/17/2021,1.77,16,361
28669723,Rundown Estates (Vacation and Private Events),1467792,Charlene,Belize,Belize Mainland,17.53622,-88.631,Entire home/apt,603,3,0,,,1,358
28671702,Modern BEACH CABANA in *QUIET* Plantation (S),216314983,Cristina,Stann Creek,Stann Creek Mainland,16.64125,-88.32636,Entire home/apt,332,3,6,3/7/2020,0.23,3,177
28673796,The Belize Ocean View - private bedroom & bathroom,216343596,Lins,Belize,Belize Mainland,17.53001,-88.23869,Private room,62,1,49,3/1/2020,1.75,2,146
28686940,MODERN BEACH cabanas * SLEEPS 4 * QUIET Plantation,216314983,Cristina,Stann Creek,Stann Creek Mainland,16.64207,-88.32338,Entire home/apt,621,3,3,1/3/2020,0.13,3,167
28740881,Sandpiper Beach Cabanas - SANDPIPER,47371735,Pastora  Juanita,Stann Creek,Stann Creek Mainland,16.87098,-88.28727,Entire home/apt,171,2,1,3/16/2019,0.04,4,55
28741707,Sandpiper Beach Cabanas - PINK FLAMINGO,47371735,Pastora  Juanita,Stann Creek,Stann Creek Mainland,16.86977,-88.28687,Entire home/apt,131,2,5,1/25/2020,0.19,4,55
28742296,Sandpiper Beach Cabanas _ HUMMINGBIRD,47371735,Pastora  Juanita,Stann Creek,Stann Creek Mainland,16.86953,-88.28606,Private room,109,2,6,11/22/2019,0.24,4,56
28742614,Sandpiper Beach Cabanas - PELICAN,47371735,Pastora  Juanita,Stann Creek,Stann Creek Mainland,16.86923,-88.28702,Private room,109,2,2,1/1/2020,0.12,4,56
28766139,Conch Shell Inn 1,21484509,Kit,Belize,Belize Islands,17.92221,-87.96192,Private room,171,1,17,1/18/2020,0.63,6,360
28766688,Conch Shell Inn 6,21484509,Kit,Belize,Belize Islands,17.92236,-87.96013,Private room,141,1,49,3/22/2020,1.68,6,365
28799452,"Beachfront,Placencia Village, wahoo,bikes+kayak-SF",12050173,Jinnah,Stann Creek,Stann Creek Mainland,16.52035,-88.36833,Entire home/apt,256,2,17,12/26/2019,0.62,21,363
28809422,Suzie's Hilltop Villa 2,183396336,Jameli,Cayo,Cayo,17.15318,-89.06871,Entire home/apt,252,2,71,1/28/2021,2.46,3,181
28809635,1 Bedroom Suite 2nd Floor at Lina Point.,81705728,Rick,Belize,Belize Islands,17.93567,-87.95988,Private room,212,1,1,5/23/2019,0.05,11,269
28809910,Beachfront Double: Pool & Reef View (2nd floor),81705728,Rick,Belize,Belize Islands,17.92534,-87.95933,Hotel room,241,1,2,12/14/2018,0.07,11,365
28809970,Reef View Double: Pool & Beachfront (3rd floor),81705728,Rick,Belize,Belize Islands,17.92531,-87.95987,Hotel room,260,1,3,3/4/2019,0.11,11,365
28828842,"Beachfront, Placencia Village, Bikes + Kayaks- SF",87759528,Nooreen,Stann Creek,Stann Creek Mainland,16.52183,-88.369,Entire home/apt,328,2,10,3/3/2020,0.38,17,364
28837445,"CHILA'S Coral Apt B- Central, Private, Clean, Safe",9430792,Chila,Belize,Belize Islands,17.74432,-88.02443,Entire home/apt,161,3,11,1/12/2020,0.4,6,364
28865244,"CHILA'S Coral Apt C-CENTRAL, PRIVATE, CLEAN, SAFE",9430792,Chila,Belize,Belize Islands,17.74385,-88.02393,Entire home/apt,161,3,3,7/6/2019,0.11,6,331
28865853,Mahogany House at Bay's Edge Belize,562206,David & Wayne,Stann Creek,Stann Creek Mainland,16.59949,-88.35665,Entire home/apt,363,1,22,3/23/2020,0.82,2,53
28915850,"Bungalow w/ free WiFi, steps from the beach, surrounded by shopping and dining!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51784,-88.36872,Entire home/apt,135,2,12,3/21/2020,0.49,204,365
28915874,"Cozy studio cabana w/ WiFi, partial AC, deck, yard, kitchenette & shared grill!",76414486,Vacasa Belize,Belize,Belize Islands,17.73879,-88.02602,Entire home/apt,139,2,16,2/28/2020,0.58,204,364
29041098,Amazing 1 bd/1 bth Condo at The Beach Club!,26168194,Young,Belize,Belize Islands,17.74222,-88.02443,Entire home/apt,168,1,19,2/22/2021,0.73,2,347
