,Beat,CAD-Address,CAD-Street,CADAddress,CADStreet,Coded Month,CodedMonth,Complaint,Count,Crime,Date Crime Coded,Date Occur,DateOccur,Description,District,Flag Cleanup,Flag-Administrative,Flag-Crime,Flag-Unfounded,FlagAdministrative,FlagCleanup,FlagCrime,FlagUnfounded,ILEADS-Address,ILEADS-Street,ILEADSAddress,ILEADSStreet,ILeads Add,ILeads Approve,ILeads Asg,ILeads Type,Location Comment,Location Name,LocationComment,LocationName,Neighborhood,X-Coord,XCoord,Y-Coord,YCoord,lon,lat
69,225,2139,ALFRED,,,2017-05,,17-022731,1,211000,5/15/2017,5/13/2017 11:12,,DUI-DRVING WHILE INTOXICATED                      ,2, , ,Y, ,,,,,2139,ALFRED AVE          ,,,5/14/2017 7:09,5/14/2017,302.0,, , ,,,13,888021.8,,1011945.0,,-90.26948183052798,38.6454671818764
70,521,26,TAYLOR PLACE,,,2017-05,,17-022713,1,142320,5/15/2017,5/12/2017 10:45,,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5, , ,Y, ,,,,,5001,WEST PINE BLVD      ,,,5/13/2017 9:59,5/14/2017,305.0,, , ,,,38,887329.6,,1022870.0,,-90.29725170407872,38.654033680519454
71,623,,,,,2017-05,,17-021982,1,241100,5/16/2017,5/9/2017 12:30,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6, , ,Y, ,,,,,4415,NATURAL BRIDGE AVE  ,,,5/9/2017 13:50,5/14/2017,306.0,,LIBRARY- JULIA DAVIS BRANCH, ,,,69,895362.3,,1033087.0,,-90.2672254567071,38.6196181178734
72,228,,,,,2017-05,,17-022805,1,265321,5/15/2017,5/13/2017 18:20,,LEAVING SCENE OF ACCIDENT                         ,2, , ,Y, ,,,,,0,S BOYLE AVE / I 64 EASTBOUND,,,5/14/2017 16:10,5/14/2017,302.0,,ALIAS EB40/BOYLE, ,,,39,890647.1,,1018734.0,,-90.2672254567071,38.6196181178734
73,522,,,,,2017-05,,17-022635,1,31212,5/16/2017,5/12/2017 18:30,,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT         ,5, , ,Y, ,,,,,0,PERSHING AVE / N TAYLOR AVE,,,5/12/2017 20:02,5/13/2017,304.0,, , ,,,38,889615.2,,1023936.0,,-90.2959798525073,38.65168646099052
74,226,3635,VISTA,,,2017-05,,17-022674,1,241100,5/16/2017,5/13/2017 0:20,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2, , ,Y, ,,,,,3635,VISTA AVE           ,,,5/13/2017 1:08,5/15/2017,302.0,, ,SAINT LOUIS UNIVERSITY HOSPITAL,,,29,894354.8,,1015713.0,,-90.22657554371543,38.66268222546779
75,622,4324,MARGARETTA,,,2017-05,,17-022533,1,64701,5/15/2017,5/8/2017 18:30,,LARCENY-FROM MTR VEH UNDER $500                   ,6, , ,Y, ,,,,,4324,MARGARETTA AVE      ,,,5/12/2017 10:38,5/13/2017,332.0,, ,ST LOUIS DREAM CENTER,,,68,896091.8,,1033435.0,,-90.22807450559256,38.602813728965245
76,122,3759,ROBERT,,,2017-05,,17-022767,1,241100,5/15/2017,5/12/2017 20:45,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1, , ,Y, ,,,,,3759,ROBERT AVE          ,,,5/13/2017 15:53,5/14/2017,301.0,, , ,,,4,886208.4,,992141.8,,-90.24353783331274,38.59272163019026
77,323,3118,POTOMAC,,,2017-05,,17-022678,1,142320,5/15/2017,5/13/2017 1:00,,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3, , ,Y, ,,,,,3118,POTOMAC ST          ,,,5/13/2017 1:57,5/13/2017,303.0,, ,GRAVOIS PARK,,,19,895737.1,,1004693.0,,-90.22764133996093,38.6728335631072
78,222,5611,DEVONSHIRE,,,2017-05,,17-022752,1,64701,5/16/2017,5/12/2017 9:00,,LARCENY-FROM MTR VEH UNDER $500                   ,2, , ,Y, ,,,,,5611,DEVONSHIRE AVE      ,,,5/13/2017 13:57,5/13/2017,680.0,, , ,,,7,880637.6,,1003208.0,,-90.21637736414887,38.62618948959612
79,322,3930,BROADWAY,,,2017-05,,17-021989,1,241100,5/16/2017,5/9/2017 13:10,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3, , ,Y, ,,,,,3452,KEOKUK ST           ,,,5/9/2017 14:01,5/12/2017,303.0,, , ,,,16,893690.4,,1002327.0,,-90.21868743199538,38.590934596951875
80,129,4368,ELLENWOOD,,,2017-05,,17-022502,1,64701,5/15/2017,5/11/2017 20:30,,LARCENY-FROM MTR VEH UNDER $500                   ,1, , ,Y, ,,,,,4368,ELLENWOOD AVE       ,,,5/12/2017 7:50,5/13/2017,301.0,, , ,,,5,886463.3,,1002337.0,,-90.29424199422888,38.59471370725848
81,127,3674,LIERMANN,,,2017-05,,17-022722,1,142320,5/15/2017,5/12/2017 23:59,,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1, , ,Y, ,,,,,3674,LIERMANN AVE        ,,,5/13/2017 11:04,5/13/2017,680.0,, , ,,,16,892333.8,,1001688.0,,-90.2611388460786,38.542375362556356
82,622,4538,ADELAIDE,,,2017-05,,17-022891,1,71030,5/15/2017,5/13/2017 23:30,,AUTO THEFT-PERM RETNT/JOY RIDE                    ,6, , ,Y, ,,,,,4538,ADELAIDE AVE        ,,,5/14/2017 9:56,5/14/2017,680.0,, , ,,,68,899818.1,,1034382.0,,-90.26648339214759,38.68111681442223
83,328,1805,HICKORY,,,2017-05,,17-022724,1,64711,5/15/2017,5/12/2017 19:00,,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3, , ,Y, ,,,,,1805,HICKORY ST          ,,,5/13/2017 11:14,5/13/2017,680.0,, , ,,,32,902843.8,,1014349.0,,-90.22807450559256,38.602813728965245
84,222,5749,DELOR,,,2017-05,,17-022780,1,64701,5/16/2017,5/11/2017 18:00,,LARCENY-FROM MTR VEH UNDER $500                   ,2, , ,Y, ,,,,,5749,DELOR ST            ,,,5/13/2017 16:13,5/14/2017,302.0,,INSIDE VEHICLE, ,,,7,879734.7,,1001686.0,,-90.1899502601841,38.63548876687885
85,627,762,PONCE,,,2017-05,,17-022779,1,71013,5/16/2017,5/13/2017 5:30,,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6, , ,Y, ,,,,,762,PONCE AVE           ,,,5/13/2017 16:13,5/13/2017,680.0,, , ,,,74,897487.3,,1046979.0,,-90.19201545759631,38.63041153159928
86,627,6432,PRESCOTT,,,2017-05,,17-022553,1,64701,5/15/2017,5/10/2017 7:00,,LARCENY-FROM MTR VEH UNDER $500                   ,6, , ,Y, ,,,,,6432,PRESCOTT AVE        ,,,5/12/2017 12:40,5/13/2017,332.0,,GARAGE, ,,,79,900378.8,,1039658.0,,-90.2543745914248,38.574687834824694
87,121,,,,,2017-05,,17-022925,1,71013,5/16/2017,5/10/2017 23:59,,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1, , ,Y, ,,,,,120,E CATALAN ST        ,,,5/14/2017 13:21,5/14/2017,680.0,, , ,,,2,887220.5,,985337.0,,-93.26566300558045,35.8015057543744
88,327,,,,,2017-05,,17-022820,1,65701,5/16/2017,5/13/2017 17:00,,LARCENY-MTR VEH PARTS UNDER $500                  ,3, , ,Y, ,,,,,0,ARSENAL ST / S GRAND BLVD,,,5/13/2017 20:34,5/13/2017,680.0,, , ,,,25,893925.6,,1008454.0,,-90.22807450559256,38.602813728965245
89,423,,,,,2017-05,,17-022806,1,64601,5/16/2017,5/13/2017 13:00,,"LARCENY-FROM MTR VEH $500 - $24,999               ",4, , ,Y, ,,,,,701,CONVENTION PZ,,,5/13/2017 19:35,5/14/2017,304.0,,@EDWARD JONES DOME, ,,,35,908773.3,,1019107.0,,-90.26006747925615,38.64341902234013
90,527,,,,,2017-05,,17-022859,1,91303,5/16/2017,5/14/2017 1:07,,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5, , ,Y, ,,,,,1451,N KINGSHIGHWAY BLVD ,,,5/14/2017 2:59,5/15/2017,305.0,,PARKING LOT,CROWN MART,,,51,888171.9,,1030307.0,,-90.18813054292067,38.63725504479338
91,425,,,,,2017-05,,17-022890,1,151130,5/16/2017,5/14/2017 9:00,,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4, , ,Y, ,,,,,1445,WRIGHT ST           ,,,5/14/2017 11:41,5/14/2017,304.0,, , ,,,63,905842.3,,1026387.0,,-90.2532046049953,38.57865244104509
92,326,1325,GRAND,,,2017-05,,17-022483,1,265321,5/16/2017,5/12/2017 0:13,,LEAVING SCENE OF ACCIDENT                         ,3, , ,Y, ,,,,,0,I 55 NORTHBOUND / PARK AVE,,,5/14/2017 4:57,5/15/2017,303.0,,ON INTERSTATE, ,,,21,906535.6,,1012224.0,,-90.2532046049953,38.57865244104509
93,529,3607,HAMILTON,,,2017-05,,17-022715,1,71013,5/16/2017,5/13/2017 6:00,,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5, , ,Y, ,,,,,3607,HAMILTON AVE        ,,,5/13/2017 10:15,5/14/2017,305.0,,VEGAS INN, ,,,50,884714.6,,1038923.0,,-90.21420037119857,38.600625111986965
94,623,4257,SHREVE,,,2017-05,,17-022922,1,41011,5/16/2017,5/14/2017 12:00,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,6, , ,Y, ,,,,,4257,SHREVE AVE          ,,,5/14/2017 14:02,5/14/2017,306.0,, , ,,,69,894040.8,,1036514.0,,-90.2391026442091,38.585396646248384
95,524,5256,DELMAR,,,2017-05,,17-022675,1,51211,5/16/2017,5/13/2017 0:01,,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED         ,5, , ,Y, ,,,,,5256,DELMAR BLVD         ,,,5/13/2017 2:01,5/13/2017,305.0,, , ,,,38,885088.0,,1026396.0,,-93.26566300558045,35.8015057543744
96,622,6040,HARNEY,,,2017-05,,17-015935,1,41024,5/16/2017,4/5/2017 20:20,,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC           ,6, , ,Y, ,,,,,4126,W FLORISSANT AVE    ,,,4/5/2017 23:03,5/13/2017,374.0,, ,BP GAS STATION,,,68,900142.6,,1034662.0,,-90.25727601998622,38.6384019686099
97,322,4022,NEBRASKA,,,2017-05,,17-022376,1,115101,5/16/2017,5/11/2017 12:15,,ATTEMPT FRAUD                                     ,3, , ,Y, ,,,,,4022,NEBRASKA AVE        ,,,5/11/2017 13:36,5/14/2017,303.0,, , ,,,16,896147.3,,1001094.0,,-93.26566300558045,35.8015057543744
98,423,811,LOCUST,,,2017-05,,17-022357,1,229999,5/16/2017,5/11/2017 10:40,,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,4, , ,Y, ,,,,,811,LOCUST ST           ,,,5/11/2017 10:59,5/12/2017,304.0,, ,OLD POST OFFICE PLAZA,,,35,908153.4,,1018193.0,,-90.24623370276156,38.66461570692037
99,625,6328,WOODLAND,,,2017-05,,17-020642,1,151110,5/15/2017,5/2/2017 11:00,,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,6, , ,Y, ,,,,,6328,WOODLAND AVE        ,,,5/2/2017 10:11,5/12/2017,210.0,, , ,,,70,887094.2,,1043956.0,,-90.22170787554242,38.652889829907025
100,429,3900,ALDINE,,,2017-05,,17-022751,1,71013,5/16/2017,5/12/2017 16:00,,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4, , ,Y, ,,,,,3900,ALDINE AVE          ,,,5/13/2017 13:55,5/13/2017,680.0,, , ,,,59,896923.5,,1026177.0,,-93.26566300558045,35.8015057543744
101,229,6655,BERTHOLD,,,2017-05,,17-022705,1,72113,5/15/2017,5/12/2017 16:00,,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,2, , ,Y, ,,,,,6655,BERTHOLD AVE        ,,,5/13/2017 8:48,5/13/2017,680.0,, , ,,,44,877432.3,,1018702.0,,-90.21659616444906,38.63952144734736
102,526,5964,OAKHERST,,,2017-05,,17-022129,1,91114,5/16/2017,5/9/2017 22:00,,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5, , ,Y, ,,,,,5964,OAKHERST PL         ,,,5/10/2017 8:53,5/14/2017,305.0,,OCCURRED NORTH  ON GOODFELLOW APPROACHING PAGE, ,,,48,880259.6,,1031844.0,,-93.26566300558045,35.8015057543744
103,128,4240,NEOSHO,,,2017-05,,17-022757,1,64601,5/16/2017,5/13/2017 0:30,,"LARCENY-FROM MTR VEH $500 - $24,999               ",1, , ,Y, ,,,,,4240,NEOSHO ST           ,,,5/13/2017 14:19,5/13/2017,680.0,, , ,,,5,887291.8,,1001672.0,,-93.26566300558045,35.8015057543744
104,326,2008,9TH,,,2017-05,,17-022379,1,51312,5/15/2017,5/9/2017 16:00,,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3, , ,Y, ,,,,,2008,S 9TH ST            ,,,5/11/2017 13:09,5/12/2017,303.0,, , ,,,21,904543.0,,1010065.0,,-90.22995774223988,38.59816922517674
105,525,5835,DEGIVERVILLE,,,2017-05,,17-022858,1,41011,5/15/2017,5/14/2017 2:18,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5, , ,Y, ,,,,,5835,DEGIVERVILLE AVE    ,,,5/14/2017 3:03,5/14/2017,305.0,, , ,,,46,880135.4,,1026248.0,,-90.22995774223988,38.59816922517674
106,223,5301,HAMPTON,,,2017-05,,17-022529,1,65701,5/15/2017,5/8/2017 22:00,,LARCENY-MTR VEH PARTS UNDER $500                  ,2, , ,Y, ,,,,,5301,HAMPTON AVE         ,,,5/12/2017 10:21,5/13/2017,302.0,,@ ROTOLITE, ,,,8,879276.0,,1001232.0,,-90.29462189782777,38.65487483346535
107,627,,,,,2017-05,,17-023025,1,73313,5/16/2017,5/15/2017 1:00,,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,6, , ,Y, ,,,,,8300,HALL ST,,,5/15/2017 1:47,5/15/2017,680.0,, , ,,,79,898134.9,,1050543.0,,-90.18885792118883,38.636150378231044
108,322,,,,,2017-05,,17-022865,1,31111,5/16/2017,5/14/2017 3:30,,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3, , ,Y, ,,,,,3900,ARKANSAS AVE        ,,,5/14/2017 4:52,5/15/2017,303.0,, , ,,,16,893622.9,,1002338.0,,-90.25338561866394,38.65383959158972
109,422,,,,,2017-05,,17-021922,1,266510,5/16/2017,5/9/2017 8:30,,PUBLIC ORDER-TRESPASSING                          ,4, , ,Y, ,,,,,301,N 15TH ST           ,,,5/9/2017 9:53,5/15/2017,304.0,, ,CONFLUENCE ACADEMY,,,36,905444.9,,1018627.0,,-90.24146709817823,38.665478465934484
110,328,,,,,2017-05,,17-022845,1,31311,5/16/2017,5/14/2017 0:35,,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL         ,3, , ,Y, ,,,,,2000,GEYER AVE           ,,,5/14/2017 1:23,5/14/2017,303.0,, , ,,,23,901667.9,,1011442.0,,-90.22278356370684,38.67552136823197
111,623,,,,,2017-05,,17-022816,1,41011,5/16/2017,5/13/2017 19:00,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,6, , ,Y, ,,,,,4400,W FLORISSANT AVE    ,,,5/13/2017 20:28,5/14/2017,306.0,, ,O FALLON PARK,,,69,898630.3,,1036933.0,,-90.25840654168205,38.652573220833794
112,626,,,,,2017-05,,17-022192,1,182250,5/16/2017,5/10/2017 13:10,,DRUGS-POSSESSION/COCAINE                          ,6, , ,Y, ,,,,,5635,PARK LN             ,,,5/10/2017 13:55,5/13/2017,306.0,, , ,,,76,890910.7,,1046680.0,,-90.22807450559256,38.602813728965245
113,324,,,,,2017-05,,17-022250,1,182260,5/16/2017,5/10/2017 19:02,,DRUGS-POSSESSION/METHAMPHETAMINE                  ,3, , ,Y, ,,,,,0,CHIPPEWA ST / INDIANA AVE,,,5/10/2017 19:45,5/14/2017,303.0,, , ,,,18,898694.0,,1002430.0,,-93.26566300558045,35.8015057543744
114,128,,,,,2017-05,,17-022987,1,130000,5/16/2017,5/14/2017 19:30,,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1, , ,Y, ,,,,,0,ADKINS AVE / SCHILLER PL,,,5/14/2017 21:24,5/14/2017,301.0,, , ,,,5,886965.5,,999178.3,,-93.26566300558045,35.8015057543744
115,524,5622,DELMAR,,,2017-05,,17-022644,1,266999,5/16/2017,5/12/2017 8:30,,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5, , ,Y, ,,,,,5622,DELMAR BLVD         ,,,5/12/2017 21:24,5/15/2017,305.0,, , ,,,47,882053.1,,1026741.0,,-90.25281401796086,38.7000079174777
116,522,2,MARYLAND,,,2017-05,,17-022821,1,91303,5/16/2017,5/13/2017 19:59,,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5, , ,Y, ,,,,,2,MARYLAND PLZ        ,,,5/13/2017 20:57,5/14/2017,304.0,, ,COFFEE CARTEL,,,38,888340.1,,1023682.0,,-90.22632893254374,38.582108043991795
117,628,5969,SUMMIT,,,2017-05,,17-022600,1,51112,5/16/2017,5/12/2017 13:00,,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,6, , ,Y, ,,,,,5969,SUMMIT AVE          ,,,5/12/2017 16:48,5/14/2017,306.0,, , ,,,73,892192.2,,1048517.0,,-90.1896051780173,38.62482820253274
118,126,4666,ALASKA,,,2017-05,,17-023140,1,142320,5/16/2017,5/13/2015 22:00,,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1, , ,Y, ,,,,,4666,ALASKA AVE          ,,,5/15/2017 14:16,5/15/2017,680.0,, , ,,,16,893007.8,,997695.3,,-90.24104066618575,38.64860941601343
119,123,4733,MILENTZ,,,2017-05,,17-022742,1,65701,5/15/2017,5/12/2017 17:00,,LARCENY-MTR VEH PARTS UNDER $500                  ,1, , ,Y, ,,,,,4734,MILENTZ AVE         ,,,5/13/2017 12:58,5/13/2017,680.0,, , ,,,6,882918.0,,998337.9,,-93.26566300558045,35.8015057543744
120,629,8946,HALLS FERRY,,,2017-05,,17-022106,1,43012,5/16/2017,5/10/2017 1:33,,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,6, , ,Y, ,,,,,8946,HALLS FERRY RD      ,,,5/10/2017 2:31,5/14/2017,306.0,, , ,,,74,894778.1,,1051331.0,,-90.20669767053306,38.61869122719917
121,528,5054,GRANBERRY WAY,,,2017-05,,17-022807,1,117000,5/15/2017,5/11/2017 23:00,,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,5, , ,Y, ,,,,,5054,GRANBERRY WAY LN    ,,,5/13/2017 18:50,5/14/2017,305.0,, , ,,,52,890036.4,,1034164.0,,-90.20669767053306,38.61869122719917
122,329,2932,EADS,,,2017-05,,17-022193,1,51122,5/16/2017,5/10/2017 13:15,,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,3, , ,Y, ,,,,,2932,EADS AVE            ,,,5/10/2017 15:08,5/14/2017,303.0,, , ,,,31,897683.9,,1013736.0,,-90.18867779172982,38.636111456255
123,328,1201,MISSOURI,,,2017-05,,17-022735,1,64711,5/16/2017,5/13/2017 1:00,,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3, , ,Y, ,,,,,1201,MISSOURI AVE        ,,,5/13/2017 12:23,5/13/2017,680.0,, , ,,,32,900935.0,,1014659.0,,-90.2550712541839,38.572665257254855
124,324,3652,JEFFERSON,,,2017-05,,17-022834,1,41011,5/15/2017,5/13/2017 22:50,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3, , ,Y, ,,,,,3652,S JEFFERSON AVE     ,,,5/14/2017 0:32,5/14/2017,303.0,,@ REAR PARKING LOT,GERMAN CULTURAL SOCIETY,,,18,898580.3,,1003136.0,,-93.26566300558045,35.8015057543744
125,224,3309,GRAND,,,2017-05,,17-022773,1,241100,5/15/2017,5/13/2017 14:30,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2, , ,Y, ,,,,,3309,S GRAND BLVD        ,,,5/13/2017 17:59,5/14/2017,302.0,, ,ST LOUIS LIRARY- CARPENTER BRANCH,,,15,893528.9,,1006259.0,,-93.26566300558045,35.8015057543744
126,423,201,17TH,,,2017-05,,17-022673,1,182400,5/16/2017,5/13/2017 0:29,,DRUGS-POSSESSION/MARIJUANA                        ,4, , ,Y, ,,,,,721,N TUCKER BLVD       ,,,5/13/2017 2:54,5/14/2017,304.0,,PARKING LOT, ,,,36,906857.6,,1019492.0,,-90.20600554792578,38.61735771737752
127,426,,,,,2017-05,,17-022855,1,44016,5/16/2017,5/13/2017 22:30,,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ,4, , ,Y, ,,,,,3616,NATURAL BRIDGE AVE  ,,,5/14/2017 2:53,5/14/2017,304.0,, , ,,,59,900804.4,,1029637.0,,-90.20600554792578,38.61735771737752
128,326,,,,,2017-05,,17-023015,1,72130,5/16/2017,5/14/2017 23:00,,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,3, , ,Y, ,,,,,622,CHOUTEAU AVE        ,,,5/15/2017 0:52,5/15/2017,680.0,, ,EAT-RITE DINER,,,34,907215.2,,1013751.0,,-90.20610222982602,38.61819546695557
129,527,,,,,2017-05,,17-022753,1,64601,5/16/2017,5/13/2017 0:01,,"LARCENY-FROM MTR VEH $500 - $24,999               ",5, , ,Y, ,,,,,5084,DR MARTIN LUTHER KING DR,,,5/13/2017 14:03,5/14/2017,332.0,, , ,,,51,887444.4,,1030650.0,,-90.2253193398831,38.65845333521649
130,423,,,,,2017-05,,17-022857,1,31111,5/16/2017,5/14/2017 1:12,,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4, , ,Y, ,,,,,1315,LOCUST ST           ,,,5/14/2017 2:57,5/14/2017,304.0,, , ,,,36,906292.4,,1018750.0,,-90.20639377027896,38.6194867827252
131,322,,,,,2017-05,,17-022920,1,241100,5/16/2017,5/14/2017 10:45,,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3, , ,Y, ,,,,,3300,KEOKUK ST           ,,,5/14/2017 12:26,5/14/2017,303.0,, , ,,,16,894504.9,,1002203.0,,-90.23128860032314,38.63171377799768
132,623,,,,,2017-05,,17-022816,1,41011,5/16/2017,5/13/2017 19:00,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,6, , ,Y, ,,,,,4400,W FLORISSANT AVE    ,,,5/13/2017 20:28,5/14/2017,306.0,, ,O FALLON PARK,,,69,898630.3,,1036933.0,,-93.26566300558045,35.8015057543744
133,227,,,,,2017-05,,17-022846,1,265321,5/16/2017,5/14/2017 1:11,,LEAVING SCENE OF ACCIDENT                         ,2, , ,Y, ,,,,,2901,S KINGSHIGHWAY BLVD ,,,5/14/2017 8:31,5/15/2017,302.0,, , ,,,13,886101.4,,1009630.0,,-90.20600519792778,38.61735771649816
134,225,,,,,2017-05,,17-022879,1,91114,5/16/2017,5/14/2017 6:13,,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2, , ,Y, ,,,,,2853,S GRAND BLVD        ,,,5/14/2017 7:50,5/15/2017,302.0,, ,TOWER GROVE PARK,,,81,894080.5,,1009459.0,,-90.2128364834494,38.663607623338805
135,521,4949,,,,2017-05,,17-022759,1,266510,5/16/2017,5/13/2017 13:32,,PUBLIC ORDER-TRESPASSING                          ,5, , ,Y, ,,,,,4949,BARNES JEWISH HOSPITAL PLZ,,,5/13/2017 14:44,5/15/2017,305.0,, ,BARNES-JEWISH HOSPITAL,,,38,887396.8,,1020150.0,,-93.26566300558045,35.8015057543744
136,426,3520,NATURAL BRIDGE,,,2017-05,,17-023010,1,142320,5/16/2017,5/15/2017 0:04,,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4, , ,Y, ,,,,,3520,NATURAL BRIDGE AVE  ,,,5/15/2017 0:32,5/15/2017,304.0,, ,BP FOOD MART,,,59,901199.4,,1029504.0,,-90.20729761948863,38.64588829025408
137,226,1325,GRAND,,,2017-05,,17-023000,1,265321,5/16/2017,5/14/2017 23:04,,LEAVING SCENE OF ACCIDENT                         ,2, , ,Y, ,,,,,1325,S GRAND BLVD        ,,,5/15/2017 2:26,5/15/2017,302.0,, , ,,,29,894902.8,,1015747.0,,-90.24023871619849,38.656200076796964
138,125,4720,BROADWAY,,,2017-05,,17-022359,1,64701,5/16/2017,5/11/2017 2:30,,LARCENY-FROM MTR VEH UNDER $500                   ,1, , ,Y, ,,,,,4720,S BROADWAY          ,,,5/11/2017 11:11,5/13/2017,301.0,,APT 410, ,,,17,895912.1,,996407.0,,-90.2318923120085,38.71683526882199
139,423,1210,LOCUST,,,2017-05,,17-022963,1,266510,5/16/2017,5/14/2017 18:12,,PUBLIC ORDER-TRESPASSING                          ,4, , ,Y, ,,,,,1210,LOCUST ST           ,,,5/14/2017 18:50,5/14/2017,304.0,, ,CHRIST CHURCH CATHEDRAL,,,36,906389.8,,1018559.0,,-90.2672254567071,38.6196181178734
140,121,120,CATALAN,,,2017-05,,17-022714,1,65701,5/15/2017,5/12/2017 22:15,,LARCENY-MTR VEH PARTS UNDER $500                  ,1, , ,Y, ,,,,,120,W CATALAN ST        ,,,5/13/2017 9:57,5/13/2017,680.0,, , ,,,2,886791.9,,985739.5,,-90.22781627787415,38.6784356014431
141,622,4130,PENROSE,,,2017-05,,17-022264,1,41011,5/16/2017,5/10/2017 20:30,,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,6, , ,Y, ,,,,,4115,W PENROSE ST        ,,,5/10/2017 22:26,5/14/2017,306.0,, , ,,,68,898636.8,,1033789.0,,-90.20673683749456,38.61869956313825
142,323,3743,PENNSYLVANIA,,,2017-05,,17-022467,1,91124,5/16/2017,5/11/2017 21:00,,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",3, , ,Y, ,,,,,3743,PENNSYLVANIA AVE    ,,,5/11/2017 23:07,5/12/2017,303.0,, , ,,,19,895917.9,,1002953.0,,-90.21073276942553,38.63371321621099
143,224,3452,SPRING,,,2017-05,,17-022756,1,265321,5/15/2017,5/12/2017 23:00,,LEAVING SCENE OF ACCIDENT                         ,2, , ,Y, ,,,,,3452,S SPRING AVE        ,,,5/14/2017 10:23,5/14/2017,302.0,, , ,,,15,892484.9,,1005667.0,,-93.26566300558045,35.8015057543744
144,123,5930,WANDA,,,2017-05,,17-022118,1,65701,5/16/2017,5/9/2017 16:30,,LARCENY-MTR VEH PARTS UNDER $500                  ,1, , ,Y, ,,,,,5930,WANDA AVE           ,,,5/10/2017 6:17,5/13/2017,301.0,, , ,,,5,885359.6,,998936.4,,-90.20560243301057,38.6184495814292
145,425,3256,KNAPP,,,2017-05,,17-022728,1,51212,5/16/2017,5/13/2017 10:15,,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,4, , ,Y, ,,,,,3256,KNAPP ST            ,,,5/13/2017 12:34,5/13/2017,304.0,, , ,,,65,905909.5,,1027970.0,,-90.24459350018697,38.60178552501027
